num players,unite,random,mean,std
5,True,False,1.0,0.0
10,True,False,0.88,0.32496153618543844
11,True,False,0.94,0.23748684174075838
6,True,False,0.86,0.34698703145794946
9,True,False,0.96,0.19595917942265423
8,True,False,0.7,0.45825756949558394
7,True,False,0.92,0.2712931993250107
12,True,False,0.84,0.36660605559646725
13,True,False,0.88,0.3249615361854384
14,True,False,0.74,0.4386342439892262
15,True,False,0.82,0.3841874542459709
16,True,False,0.88,0.3249615361854384
17,True,False,0.9,0.3
18,True,False,0.76,0.4270831300812525
19,True,False,0.92,0.2712931993250107
20,True,False,0.7878787878787878,0.40881022918884974
21,True,False,0.9090909090909091,0.28747978728803447
22,True,False,0.8787878787878788,0.3263736246748184
23,True,False,0.9393939393939394,0.2386062992124791
24,True,False,0.7272727272727273,0.4453617714151233
25,True,False,0.8484848484848485,0.35855028988482524
26,True,False,0.696969696969697,0.459568208730397
27,True,False,0.8484848484848485,0.3585502898848252
28,True,False,0.7575757575757576,0.42854956435548336
29,True,False,0.9090909090909091,0.28747978728803447
30,True,False,0.84,0.36660605559646714
31,True,False,0.88,0.32496153618543844
32,True,False,0.88,0.32496153618543844
33,True,False,0.8,0.4
34,True,False,0.84,0.36660605559646714
35,True,False,0.88,0.32496153618543844
36,True,False,0.8,0.4
37,True,False,0.84,0.3666060555964672
38,True,False,0.84,0.36660605559646714
39,True,False,0.96,0.19595917942265428
40,True,False,0.95,0.21794494717703372
41,True,False,0.7,0.45825756949558394
42,True,False,0.95,0.21794494717703367
43,True,False,0.75,0.4330127018922193
44,True,False,0.8,0.4
45,True,False,0.9,0.30000000000000004
46,True,False,0.75,0.4330127018922193
47,True,False,0.9,0.30000000000000004
48,True,False,0.75,0.4330127018922193
49,True,False,0.85,0.3570714214271425
50,True,False,0.875,0.33071891388307384
51,True,False,1.0,0.0
52,True,False,0.875,0.33071891388307384
53,True,False,0.875,0.33071891388307384
54,True,False,1.0,0.0
55,True,False,0.75,0.4330127018922193
56,True,False,0.875,0.33071891388307384
57,True,False,0.8125,0.3903123748998999
58,True,False,1.0,0.0
59,True,False,1.0,0.0
60,True,False,0.7142857142857143,0.45175395145262565
61,True,False,0.9285714285714286,0.25753937681885636
62,True,False,0.7857142857142857,0.41032590332414487
63,True,False,1.0,0.0
64,True,False,0.8571428571428571,0.3499271061118826
65,True,False,0.9285714285714286,0.25753937681885636
66,True,False,0.7857142857142857,0.41032590332414504
67,True,False,1.0,0.0
68,True,False,0.7142857142857143,0.45175395145262565
69,True,False,0.7857142857142857,0.41032590332414487
70,True,False,0.5833333333333334,0.4930066485916347
71,True,False,0.9166666666666666,0.2763853991962833
72,True,False,0.6666666666666666,0.4714045207910317
73,True,False,0.9166666666666666,0.2763853991962833
74,True,False,0.8333333333333334,0.3726779962499649
75,True,False,0.9166666666666666,0.2763853991962833
76,True,False,0.75,0.4330127018922193
77,True,False,0.75,0.4330127018922193
78,True,False,0.75,0.4330127018922193
79,True,False,0.8333333333333334,0.37267799624996495
80,True,False,0.5454545454545454,0.49792959773196915
81,True,False,1.0,0.0
82,True,False,0.7272727272727273,0.4453617714151233
83,True,False,0.8181818181818182,0.385694607919935
84,True,False,0.7272727272727273,0.4453617714151233
85,True,False,1.0,0.0
86,True,False,0.8181818181818182,0.385694607919935
87,True,False,1.0,0.0
88,True,False,1.0,0.0
89,True,False,1.0,0.0
90,True,False,0.4,0.48989794855663565
91,True,False,1.0,0.0
92,True,False,0.8,0.4
93,True,False,0.9,0.30000000000000004
94,True,False,0.8,0.4
95,True,False,0.9,0.30000000000000004
96,True,False,0.9,0.3
97,True,False,0.6,0.4898979485566356
98,True,False,0.4,0.48989794855663565
99,True,False,0.8,0.4
